batch	bank	source_rows	word	field	severity	category	current	correct	why
verbs_002	verbs	1258	entzünden	english	medium	gloss	become inflamed/ignite/inflame	`sich entzünden = become inflamed/catch fire`; `etwas entzünden = ignite/inflame something`	The intransitive first sense is reflexive, unlike the transitive senses.
verbs_002	verbs	1264	ausziehen	withSein, english	high	aux	withSein=True; move out/take off clothes	`ist ausgezogen = moved out`; `hat etwas ausgezogen = took something off`; `hat sich ausgezogen = got undressed`.	The listed meanings mix `sein` and `haben`, and the clothing sense also needs its transitive or reflexive valency stated.
verbs_002	verbs	1265	lauschen	english	low	gloss	eavesdrop/listen	listen attentively/listen secretly; use `jemanden belauschen` or `an etwas lauschen` for a clear “eavesdrop on” construction.	Bare “eavesdrop” overstates the ordinary meaning and hides the verb's dative/listening construction.
verbs_002	verbs	1272	niederlassen	english	medium	gloss	let down/lower/settle down	`etwas niederlassen = lower/let something down`; `sich niederlassen = settle down/take up residence`	The final, common sense is reflexive.
verbs_002	verbs	1278	vorhaben	irregular, prateritum, perfekt	high	classification	irregular=False; forms blank	irregular=True; `hatte vor`; `vorgehabt`; withSein=False	This compound retains the irregular paradigm of `haben`.
verbs_002	verbs	1308	erwärmen	english	medium	gloss	take to/warm up	`etwas erwärmen = warm/heat something`; `sich für jemanden/etwas erwärmen = warm to/take to someone or something`	“Take to” is reflexive and needs `für + accusative`; the current gloss also blurs it with the transitive heating sense.
verbs_002	verbs	1313	zurechtfinden	word, english	high	gloss	zurechtfinden; find one's way around (sich zurechtfinden)	Store/present `sich zurechtfinden = find one's way around/cope` as the learner headword.	The gloss acknowledges the reflexive form, but the headword and stored forms omit it.
verbs_002	verbs	1321	gewöhnen	english	medium	gloss	accustom/get used to	`jemanden an etwas gewöhnen = accustom someone to something`; `sich an etwas gewöhnen = get used to something`	The second supplied sense is reflexive and takes `an + accusative`.
verbs_002	verbs	1323	weigern	word, english	high	gloss	weigern; decline/refuse	`sich weigern = refuse/decline to do something`	The verb is obligatorily reflexive in the sense taught.
verbs_002	verbs	1325	innehaben	irregular, prateritum, perfekt	high	classification	irregular=False; forms blank	irregular=True; `hatte inne`; `innegehabt`; withSein=False	The compound retains the irregular paradigm of `haben`.
verbs_002	verbs	1326	platzen	cefrLevel	medium	cefr	C1	B1 or B2	The concrete core meaning “burst” is common substantially before C1.
verbs_002	verbs	1329	tummeln	word, english	high	gloss	tummeln; romp/hurry	`sich tummeln = romp/mill about/throng`; imperative `sich tummeln = hurry/get a move on` is colloquial.	The listed meanings are reflexive, and unqualified “hurry” is also a poor account of the restricted colloquial use.
verbs_002	verbs	1345	schweben	withSein, english	high	aux	withSein missing (treated as haben); float/glide/hover	Use/teach `ist geschwebt` for directed floating/gliding movement and explicitly note any stative regional/contextual `haben` use rather than defaulting all senses to it.	The common motion senses in the gloss normally form the Perfekt with `sein`.
verbs_002	verbs	1356	festschreiben	english	medium	gloss	codify/sanction	codify/lay down formally/stipulate/enshrine in writing	English “sanction” is ambiguous between approve and penalise and is not a reliable learner translation of `festschreiben`.
verbs_002	verbs	1360	starkmachen	word, english	high	gloss	starkmachen; advocate for/strengthen/support	`sich für jemanden/etwas starkmachen = advocate/campaign for someone or something`; use `stärken = strengthen` for the general transitive sense.	The main lexical verb is reflexive, while the broad transitive glosses encourage non-idiomatic uses of the compound.
verbs_002	verbs	1362	abarbeiten	english	medium	gloss	process/slave/slave away	`etwas abarbeiten = work through/process something`; `sich an etwas abarbeiten = wear oneself out/toil away at something`	“Slave/slave away” belongs to the reflexive construction and is not a free-standing translation of transitive `abarbeiten`.
verbs_002	verbs	1363	ansteuern	english	medium	gloss	head/steer/strive	head for/steer towards/target/control; remove `strive`	“Strive” normally corresponds to `streben/anstreben`, not `ansteuern`.
verbs_002	verbs	1365	bereisen	english	medium	gloss	travel	travel around/through, tour (a country or region)	`bereisen` is transitive and requires a place as its object; generic intransitive “travel” teaches the wrong valency.
verbs_002	verbs	1370	erwachsen	cefrLevel	high	cefr	A2	C1 (for formal `aus etwas erwachsen = arise/result from`)	The verb is a formal, abstract strong verb distinct from the elementary adjective `erwachsen`; A2 is grossly misleading.
verbs_003	verbs	1408	abfahren	withSein/english	high	aux	True; depart/leave/remove	sein for intransitive “depart/leave”; haben for transitive “transport/remove”; split or label the senses.	The gloss includes common senses with different Perfekt auxiliaries.
verbs_003	verbs	1409	anlehnen	english	medium	gloss	lean against/model on	etwas anlehnen — prop/lean something against; sich an etwas anlehnen — lean against/model oneself or something on.	Both English glosses invite the common reflexive construction, which the entry does not show.
verbs_003	verbs	1413	kippen	withSein/english	high	aux	UNSET (haben); cant/overturn/tilt	haben for transitive “tilt/tip/pour”; sein for intransitive “tip over/overturn”; split or label the senses.	The undifferentiated gloss spans transitive and intransitive paradigms with different auxiliaries.
verbs_003	verbs	1417	durchbrechen	prateritum/perfekt/withSein/english	high	verbform	brach durch; durchgebrochen; True; appear/break in two/break through	Label the stored separable intransitive verb (brach durch, ist durchgebrochen), and separately teach inseparable transitive durchbrechen (durchbrach, hat durchbrochen).	“Break through” can denote either verb, so the current gloss falsely makes the separable forms look universal.
verbs_003	verbs	1459	wehen	cefrLevel	low	cefr	C1	A2–B1	The basic weather verb “blow” is ordinary early learner vocabulary, not C1.
verbs_003	verbs	1464	anschreiben	english	medium	gloss	write/write down	write to/contact; write on; put on someone’s tab	Anschreiben is not the ordinary verb for “write down” (aufschreiben); the present wording omits its main everyday sense.
verbs_003	verbs	1470	spinnen	cefrLevel	low	cefr	C1	B1	Both “spin” and colloquial “be crazy” are common well before C1.
verbs_003	verbs	1495	hinlegen	english	medium	gloss	lay down/lie down/put down	etwas hinlegen — lay/put something down; sich hinlegen — lie down.	The intransitive English sense “lie down” requires the reflexive pronoun in German.
verbs_003	verbs	1499	strecken	cefrLevel	low	cefr	C1	B1 (at most B2)	Literal “stretch” is common general and exercise vocabulary far below C1.
verbs_003	verbs	1502	verabreden	english	medium	gloss	agree/arrange/make an appointment	etwas verabreden — agree/arrange something; sich (mit jemandem) verabreden — arrange to meet/make plans.	The ordinary meeting sense is reflexive, unlike the transitive agreement sense.
verbs_003	verbs	1504	wappnen	english	medium	gloss	forearm/prepare	sich gegen/für etwas wappnen — arm/prepare oneself against/for something	The normal modern use is reflexive and complement-dependent; bare “prepare” gives an unusable learner model.
verbs_003	verbs	1515	entschuldigen	english	medium	gloss	apologise/excuse	sich entschuldigen — apologise; jemanden entschuldigen — excuse someone.	The two listed senses differ in reflexivity and valency.
verbs_003	verbs	1527	bedauern	cefrLevel	low	cefr	C1	B1–B2	“Regret/be sorry about” is standard intermediate vocabulary and is materially overlevelled at C1.
verbs_003	verbs	1554	offenlegen	english	medium	gloss	disclose/reveal/unfold	disclose/reveal/lay open	“Unfold” normally translates entfalten or auseinanderfalten, not offenlegen.
verbs_003	verbs	1556	regen	english	medium	gloss	move/stir	sich regen — move/stir/show signs of activity; etwas regen is literary or restricted.	The normal modern intransitive senses are reflexive, which the entry hides.
verbs_003	verbs	1557	schwärmen	english	medium	gloss	adore/swarm	von/für jemandem oder etwas schwärmen — rave about/be enthusiastic about; swarm	Schwärmen is not a plain transitive equivalent of “adore”; that sense requires a governed prepositional construction.
verbs_003	verbs	1566	niederlegen	english	medium	gloss	lay down/lie down	etwas niederlegen — lay something down/resign from; sich niederlegen — lie down.	“Lie down” requires the reflexive form, whereas the transitive verb has different senses.
verbs_003	verbs	1567	schmelzen	withSein/english	high	aux	True; melt	sein for intransitive “melt”; haben for transitive “melt something”; split or label the senses.	German distinguishes the two common uses by auxiliary, but the generic gloss does not.
verbs_003	verbs	1570	zerbrechen	withSein/english	high	aux	True; break	sein for intransitive “break”; haben for transitive “break something”; split or label the senses.	The bare English gloss spans both auxiliary paradigms.
verbs_003	verbs	1588	beugen	english	medium	gloss	bend/break/deflect	bend/bow; sich beugen — bow/submit; das Recht beugen — pervert/bend the law	Generic “break” is misleading, and the common “bow/submit” sense is reflexive.
verbs_003	verbs	1594	hinziehen	english	medium	gloss	drag on/pull toward	sich hinziehen — drag on; etwas irgendwohin ziehen — pull something towards/over to a place	The temporal “drag on” sense is reflexive and should not be presented as bare hinziehen.
verbs_003	verbs	1598	abwechseln	english	medium	gloss	alternate	sich abwechseln — alternate/take turns; etwas mit etwas abwechseln — alternate one thing with another	The everyday reciprocal/intransitive use needs sich; the bare gloss conceals the valency distinction.
verbs_003	verbs	1614	kollidieren	withSein	high	aux	UNSET (haben)	True (sein) for literal “collide”; note that figurative conflict can also take haben.	Vehicle collision, the concrete core sense, forms the Perfekt with sein.
verbs_003	verbs	1623	bessern	english	medium	gloss	better/improve	etwas bessern — improve/mend something; sich bessern — improve/get better.	The ordinary intransitive English sense is reflexive in German.
